Renewal_ID,Policy_ID,Customer_ID,Product_ID,Expiry_Date,Renewal_Date,Renewal_Status,Renewed_Flag,Previous_Premium,New_Premium,Customer_Type,Customer_Segment,Emirate
REN-0011323,POL-017994,CUST-09178,PROD011,2022-06-11,2022-06-08,Renewed,1,5004.54,5453.96,SME,SME,Abu Dhabi
REN-0011324,POL-017995,CUST-09178,PROD008,2022-07-01,2022-07-30,Renewed,1,16932.72,18805.27,SME,SME,Abu Dhabi
REN-0011325,POL-017996,CUST-09178,PROD014,2023-04-16,2023-05-01,Not Renewed,0,3782.75,0.0,SME,SME,Abu Dhabi
REN-0011326,POL-017999,CUST-09181,PROD018,2025-03-17,2025-03-28,Renewed,1,1255.84,1387.84,Individual,High Net Worth,Abu Dhabi
REN-0011327,POL-018000,CUST-09181,PROD016,2026-06-11,2026-07-07,Renewed,1,1877.9,2097.54,Individual,High Net Worth,Abu Dhabi
REN-0011328,POL-018001,CUST-09182,PROD017,2022-06-09,2022-06-18,Renewed,1,2750.65,2997.58,Individual,Affluent,Sharjah
REN-0011329,POL-018003,CUST-09183,PROD019,2026-02-10,2026-02-24,Renewed,1,2471.01,2613.54,Individual,Mass Market,Sharjah
REN-0011330,POL-018005,CUST-09185,PROD025,2023-08-29,2023-09-01,Renewed,1,166.41,188.07,Individual,Mass Market,Dubai
REN-0011331,POL-018008,CUST-09187,PROD013,2024-09-13,2024-09-19,Renewed,1,14413.12,16248.27,SME,SME,Ajman
REN-0011332,POL-018009,CUST-09187,PROD007,2026-06-23,2026-07-08,Renewed,1,9691.45,10432.24,SME,SME,Ajman
REN-0011333,POL-018010,CUST-09188,PROD022,2026-04-18,2026-04-09,Renewed,1,365.9,386.69,Individual,Mass Market,Dubai
REN-0011334,POL-018011,CUST-09188,PROD021,2022-04-30,2022-05-15,Renewed,1,502.37,520.24,Individual,Mass Market,Dubai
REN-0011335,POL-018012,CUST-09189,PROD010,2021-05-29,2021-06-26,Renewed,1,23699.51,26829.0,Corporate,Corporate,Dubai
REN-0011336,POL-018013,CUST-09189,PROD005,2022-12-03,2022-12-17,Renewed,1,15744.61,17846.12,Corporate,Corporate,Dubai
REN-0011337,POL-018014,CUST-09190,PROD012,2025-07-02,2025-07-10,Renewed,1,1488.8,1636.32,SME,SME,Abu Dhabi
REN-0011338,POL-018015,CUST-09190,PROD011,2024-12-29,2025-01-04,Not Renewed,0,7143.14,0.0,SME,SME,Abu Dhabi
REN-0011339,POL-018018,CUST-09192,PROD021,2024-09-20,2024-09-28,Renewed,1,510.59,554.34,Individual,High Net Worth,Dubai
REN-0011340,POL-018019,CUST-09192,PROD023,2021-11-30,2021-12-27,Renewed,1,1746.57,1942.34,Individual,High Net Worth,Dubai
REN-0011341,POL-018020,CUST-09193,PROD010,2022-07-31,2022-08-08,Renewed,1,25293.15,26450.62,Corporate,Corporate,Abu Dhabi
REN-0011342,POL-018022,CUST-09193,PROD015,2022-03-29,2022-04-23,Renewed,1,38291.54,41363.33,Corporate,Corporate,Abu Dhabi
REN-0011343,POL-018023,CUST-09194,PROD007,2024-01-21,2024-01-19,Renewed,1,7131.62,7848.55,SME,SME,Dubai
REN-0011344,POL-018025,CUST-09195,PROD012,2026-03-16,2026-03-22,Renewed,1,4383.43,4831.53,SME,SME,Abu Dhabi
REN-0011345,POL-018028,CUST-09197,PROD014,2026-04-21,2026-04-20,Renewed,1,8367.99,9183.33,SME,SME,Ras Al Khaimah
REN-0011346,POL-018031,CUST-09198,PROD004,2024-08-26,2024-08-30,Renewed,1,29853.83,30819.35,Corporate,Corporate,Dubai
REN-0011347,POL-018032,CUST-09198,PROD002,2025-01-21,2025-01-29,Customer Cancelled,0,37642.71,0.0,Corporate,Corporate,Dubai
REN-0011348,POL-018033,CUST-09198,PROD010,2026-05-25,2026-06-23,Renewed,1,9514.89,10353.13,Corporate,Corporate,Dubai
REN-0011349,POL-018034,CUST-09198,PROD003,2025-07-13,2025-07-13,Renewed,1,8889.13,10078.07,Corporate,Corporate,Dubai
REN-0011350,POL-018038,CUST-09200,PROD021,2025-11-10,2025-11-29,Not Renewed,0,1105.67,0.0,Individual,Affluent,Dubai
REN-0011351,POL-018039,CUST-09200,PROD019,2023-12-27,2024-01-04,Renewed,1,1556.02,1724.45,Individual,Affluent,Dubai
REN-0011352,POL-018041,CUST-09201,PROD005,2025-09-01,2025-09-05,Renewed,1,26371.49,29227.75,Corporate,Corporate,Sharjah
REN-0011353,POL-018042,CUST-09201,PROD009,2025-06-02,2025-06-26,Not Renewed,0,28732.83,0.0,Corporate,Corporate,Sharjah
REN-0011354,POL-018046,CUST-09203,PROD016,2024-12-01,2024-12-27,Renewed,1,636.45,727.02,Individual,Mass Market,Dubai
REN-0011355,POL-018047,CUST-09204,PROD023,2022-01-17,2022-01-15,Renewed,1,428.92,488.7,Individual,Mass Market,Abu Dhabi
REN-0011356,POL-018048,CUST-09205,PROD003,2022-12-26,2023-01-24,Lost to Competitor,0,9631.25,0.0,Corporate,Corporate,Abu Dhabi
REN-0011357,POL-018049,CUST-09205,PROD001,2025-11-18,2025-11-26,Renewed,1,20280.38,21617.89,Corporate,Corporate,Abu Dhabi
REN-0011358,POL-018050,CUST-09205,PROD005,2023-11-18,2023-11-22,Renewed,1,19977.46,20792.87,Corporate,Corporate,Abu Dhabi
REN-0011359,POL-018051,CUST-09205,PROD009,2024-01-28,2024-01-26,Renewed,1,9435.22,10820.69,Corporate,Corporate,Abu Dhabi
REN-0011360,POL-018052,CUST-09205,PROD002,2021-12-20,2022-01-09,Renewed,1,16363.34,17754.92,Corporate,Corporate,Abu Dhabi
REN-0011361,POL-018057,CUST-09207,PROD020,2025-04-14,2025-05-10,Renewed,1,3695.93,3968.02,Individual,Mass Market,Dubai
REN-0011362,POL-018058,CUST-09208,PROD023,2024-07-03,2024-07-06,Renewed,1,448.83,484.75,Individual,Mass Market,Dubai
REN-0011363,POL-018059,CUST-09209,PROD024,2026-02-10,2026-02-09,Renewed,1,18887.5,20631.16,SME,SME,Ajman
REN-0011364,POL-018060,CUST-09209,PROD011,2024-11-21,2024-12-07,Lost to Competitor,0,4365.54,0.0,SME,SME,Ajman
REN-0011365,POL-018061,CUST-09209,PROD013,2026-08-06,2026-08-16,Renewed,1,6767.14,7579.97,SME,SME,Ajman
REN-0011366,POL-018062,CUST-09209,PROD014,2024-12-26,2025-01-08,Renewed,1,4357.69,4940.06,SME,SME,Ajman
REN-0011367,POL-018063,CUST-09210,PROD023,2023-10-09,2023-10-02,Renewed,1,501.16,560.34,Individual,Affluent,Dubai
REN-0011368,POL-018064,CUST-09210,PROD018,2024-10-24,2024-11-10,Renewed,1,3152.81,3515.85,Individual,Affluent,Dubai
REN-0011369,POL-018066,CUST-09211,PROD011,2024-12-07,2024-12-02,Not Renewed,0,7399.5,0.0,SME,SME,Ras Al Khaimah
REN-0011370,POL-018067,CUST-09212,PROD006,2023-02-15,2023-03-02,Renewed,1,32702.87,37266.5,Corporate,Corporate,Ras Al Khaimah
REN-0011371,POL-018068,CUST-09212,PROD015,2025-04-11,2025-05-05,Renewed,1,32338.5,34886.93,Corporate,Corporate,Ras Al Khaimah
REN-0011372,POL-018069,CUST-09212,PROD003,2025-10-09,2025-10-31,Renewed,1,16920.82,17552.15,Corporate,Corporate,Ras Al Khaimah
REN-0011373,POL-018070,CUST-09212,PROD002,2021-07-21,2021-07-30,Not Renewed,0,28118.83,0.0,Corporate,Corporate,Ras Al Khaimah
REN-0011374,POL-018071,CUST-09213,PROD016,2025-08-09,2025-08-07,Renewed,1,2641.02,2905.22,Individual,High Net Worth,Dubai
REN-0011375,POL-018072,CUST-09213,PROD023,2025-10-22,2025-11-16,Renewed,1,1068.93,1159.07,Individual,High Net Worth,Dubai
REN-0011376,POL-018073,CUST-09213,PROD020,2025-06-13,2025-06-07,Renewed,1,2707.78,3095.26,Individual,High Net Worth,Dubai
REN-0011377,POL-018074,CUST-09213,PROD021,2024-12-01,2024-12-17,Renewed,1,1010.56,1067.29,Individual,High Net Worth,Dubai
REN-0011378,POL-018075,CUST-09214,PROD018,2025-07-01,2025-07-18,Renewed,1,4110.26,4315.71,Individual,Mass Market,Dubai
REN-0011379,POL-018076,CUST-09215,PROD018,2021-10-01,2021-10-26,Renewed,1,4046.49,4506.81,Individual,Mass Market,Fujairah
REN-0011380,POL-018077,CUST-09216,PROD018,2025-03-10,2025-04-05,Renewed,1,1134.29,1178.68,Individual,Mass Market,Dubai
REN-0011381,POL-018082,CUST-09219,PROD013,2024-03-23,2024-03-16,Renewed,1,8468.52,9048.67,SME,SME,Abu Dhabi
REN-0011382,POL-018084,CUST-09219,PROD011,2024-10-09,2024-11-05,Renewed,1,1840.93,1927.5,SME,SME,Abu Dhabi
REN-0011383,POL-018085,CUST-09219,PROD024,2026-04-14,2026-05-11,Renewed,1,16959.5,19131.32,SME,SME,Abu Dhabi
REN-0011384,POL-018086,CUST-09220,PROD025,2026-07-07,2026-07-08,Customer Cancelled,0,592.77,0.0,Individual,Affluent,Sharjah
REN-0011385,POL-018088,CUST-09222,PROD020,2026-08-09,2026-08-08,Not Renewed,0,4280.14,0.0,Individual,Mass Market,Dubai
REN-0011386,POL-018089,CUST-09222,PROD023,2025-09-14,2025-09-08,Lost to Competitor,0,878.37,0.0,Individual,Mass Market,Dubai
REN-0011387,POL-018090,CUST-09222,PROD021,2025-06-10,2025-06-15,Renewed,1,529.79,606.52,Individual,Mass Market,Dubai
REN-0011388,POL-018094,CUST-09225,PROD012,2022-04-24,2022-04-19,Renewed,1,4225.45,4674.76,SME,SME,Dubai
REN-0011389,POL-018095,CUST-09226,PROD002,2024-03-05,2024-03-01,Renewed,1,26147.58,29540.77,Corporate,Corporate,Abu Dhabi
REN-0011390,POL-018096,CUST-09226,PROD003,2021-01-21,2021-02-07,Renewed,1,23501.42,25174.42,Corporate,Corporate,Abu Dhabi
REN-0011391,POL-018097,CUST-09227,PROD020,2023-07-21,2023-08-01,Renewed,1,3425.23,3528.09,Individual,Mass Market,Dubai
REN-0011392,POL-018098,CUST-09228,PROD012,2024-08-17,2024-09-06,Customer Cancelled,0,1334.65,0.0,SME,SME,Sharjah
REN-0011393,POL-018102,CUST-09230,PROD008,2026-03-05,2026-03-23,Renewed,1,6723.62,7694.64,SME,SME,Dubai
REN-0011394,POL-018103,CUST-09230,PROD024,2025-08-24,2025-09-01,Renewed,1,7252.6,7665.27,SME,SME,Dubai
REN-0011395,POL-018104,CUST-09230,PROD012,2025-04-08,2025-04-17,Not Renewed,0,1276.4,0.0,SME,SME,Dubai
REN-0011396,POL-018106,CUST-09231,PROD023,2023-05-12,2023-05-16,Not Renewed,0,389.82,0.0,Individual,Mass Market,Fujairah
REN-0011397,POL-018107,CUST-09232,PROD018,2026-02-26,2026-03-02,Renewed,1,3144.56,3605.06,Individual,Affluent,Dubai
REN-0011398,POL-018108,CUST-09232,PROD017,2023-02-07,2023-02-03,Renewed,1,2731.87,2876.75,Individual,Affluent,Dubai
REN-0011399,POL-018109,CUST-09233,PROD003,2021-01-02,2021-01-02,Renewed,1,14675.08,15408.85,Corporate,Corporate,Dubai
REN-0011400,POL-018110,CUST-09233,PROD010,2021-06-08,2021-06-22,Renewed,1,12703.35,13715.92,Corporate,Corporate,Dubai
REN-0011401,POL-018111,CUST-09233,PROD009,2020-12-22,2020-12-16,Renewed,1,26376.93,28662.96,Corporate,Corporate,Dubai
REN-0011402,POL-018112,CUST-09233,PROD005,2024-07-25,2024-07-22,Renewed,1,16736.82,18028.29,Corporate,Corporate,Dubai
REN-0011403,POL-018116,CUST-09235,PROD024,2023-09-11,2023-09-02,Renewed,1,7400.14,8287.38,SME,SME,Ajman
REN-0011404,POL-018117,CUST-09236,PROD025,2026-03-23,2026-04-02,Renewed,1,241.75,258.71,Individual,Affluent,Abu Dhabi
REN-0011405,POL-018118,CUST-09236,PROD023,2025-11-16,2025-11-27,Renewed,1,1515.31,1634.83,Individual,Affluent,Abu Dhabi
REN-0011406,POL-018119,CUST-09237,PROD019,2025-08-21,2025-09-13,Renewed,1,2774.36,2887.08,Individual,High Net Worth,Sharjah
REN-0011407,POL-018120,CUST-09237,PROD025,2024-08-24,2024-08-16,Renewed,1,665.05,686.44,Individual,High Net Worth,Sharjah
REN-0011408,POL-018122,CUST-09239,PROD022,2026-06-21,2026-06-23,Renewed,1,468.91,484.91,Individual,Mass Market,Abu Dhabi
REN-0011409,POL-018123,CUST-09239,PROD021,2025-07-31,2025-07-26,Renewed,1,290.36,313.74,Individual,Mass Market,Abu Dhabi
REN-0011410,POL-018124,CUST-09240,PROD023,2025-03-21,2025-04-15,Renewed,1,796.39,905.82,Individual,Mass Market,Abu Dhabi
REN-0011411,POL-018125,CUST-09241,PROD021,2025-05-15,2025-05-29,Customer Cancelled,0,659.39,0.0,Individual,Mass Market,Ajman
REN-0011412,POL-018127,CUST-09243,PROD020,2021-08-30,2021-09-10,Renewed,1,5265.79,5879.95,Individual,High Net Worth,Abu Dhabi
REN-0011413,POL-018128,CUST-09243,PROD021,2020-05-20,2020-05-13,Renewed,1,527.42,591.99,Individual,High Net Worth,Abu Dhabi
REN-0011414,POL-018129,CUST-09243,PROD018,2024-10-24,2024-10-26,Renewed,1,7526.33,7873.71,Individual,High Net Worth,Abu Dhabi
REN-0011415,POL-018130,CUST-09244,PROD021,2026-07-20,2026-07-21,Renewed,1,937.05,1051.97,Individual,Mass Market,Ras Al Khaimah
REN-0011416,POL-018131,CUST-09244,PROD025,2020-08-10,2020-08-17,Renewed,1,430.08,451.84,Individual,Mass Market,Ras Al Khaimah
REN-0011417,POL-018132,CUST-09245,PROD016,2022-09-27,2022-10-18,Renewed,1,1794.79,1970.88,Individual,Affluent,Ras Al Khaimah
REN-0011418,POL-018134,CUST-09246,PROD008,2025-11-08,2025-11-08,Renewed,1,6087.68,6551.5,SME,SME,Abu Dhabi
REN-0011419,POL-018135,CUST-09247,PROD016,2024-04-25,2024-05-15,Customer Cancelled,0,2806.39,0.0,Individual,High Net Worth,Abu Dhabi
REN-0011420,POL-018136,CUST-09247,PROD019,2022-09-23,2022-09-24,Renewed,1,1873.22,2113.81,Individual,High Net Worth,Abu Dhabi
REN-0011421,POL-018137,CUST-09247,PROD023,2022-11-24,2022-12-01,Renewed,1,639.92,673.73,Individual,High Net Worth,Abu Dhabi
REN-0011422,POL-018140,CUST-09249,PROD020,2026-04-20,2026-04-15,Renewed,1,1834.06,2090.64,Individual,Mass Market,Dubai
REN-0011423,POL-018142,CUST-09250,PROD017,2024-01-07,2024-01-31,Renewed,1,1128.85,1181.25,Individual,High Net Worth,Abu Dhabi
REN-0011424,POL-018143,CUST-09250,PROD020,2023-08-21,2023-09-18,Renewed,1,6703.6,7079.51,Individual,High Net Worth,Abu Dhabi
REN-0011425,POL-018145,CUST-09252,PROD022,2026-05-09,2026-05-30,Renewed,1,599.57,645.66,Individual,Mass Market,Fujairah
REN-0011426,POL-018147,CUST-09253,PROD016,2026-01-09,2026-01-29,Renewed,1,1376.73,1497.08,Individual,Affluent,Dubai
REN-0011427,POL-018149,CUST-09254,PROD018,2025-11-24,2025-11-28,Renewed,1,2050.47,2211.79,Individual,Mass Market,Abu Dhabi
REN-0011428,POL-018151,CUST-09255,PROD024,2026-04-04,2026-04-28,Renewed,1,13233.51,14458.99,SME,SME,Dubai
REN-0011429,POL-018152,CUST-09256,PROD019,2024-09-25,2024-10-11,Renewed,1,2173.37,2309.65,Individual,Affluent,Abu Dhabi
REN-0011430,POL-018154,CUST-09257,PROD019,2026-05-24,2026-05-18,Renewed,1,2329.9,2503.18,Individual,Mass Market,Dubai
REN-0011431,POL-018155,CUST-09258,PROD020,2025-01-23,2025-02-16,Renewed,1,2215.18,2288.64,Individual,Mass Market,Dubai
REN-0011432,POL-018157,CUST-09259,PROD014,2025-06-18,2025-06-18,Renewed,1,3817.32,4034.81,SME,SME,Dubai
REN-0011433,POL-018158,CUST-09259,PROD011,2021-10-22,2021-11-19,Lost to Competitor,0,5025.77,0.0,SME,SME,Dubai
REN-0011434,POL-018159,CUST-09260,PROD017,2024-07-21,2024-07-17,Renewed,1,2108.87,2342.96,Individual,Affluent,Abu Dhabi
REN-0011435,POL-018161,CUST-09260,PROD018,2025-01-31,2025-02-06,Customer Cancelled,0,2576.64,0.0,Individual,Affluent,Abu Dhabi
REN-0011436,POL-018162,CUST-09261,PROD021,2026-08-09,2026-08-15,Renewed,1,671.42,743.1,Individual,Affluent,Sharjah
REN-0011437,POL-018163,CUST-09262,PROD020,2024-07-27,2024-08-08,Lost to Competitor,0,1357.21,0.0,Individual,Mass Market,Dubai
REN-0011438,POL-018164,CUST-09262,PROD018,2024-08-21,2024-08-30,Renewed,1,2374.73,2644.65,Individual,Mass Market,Dubai
REN-0011439,POL-018165,CUST-09263,PROD023,2025-11-10,2025-11-03,Renewed,1,898.24,964.55,Individual,Mass Market,Sharjah
REN-0011440,POL-018166,CUST-09264,PROD020,2021-04-24,2021-04-22,Renewed,1,2988.78,3184.02,Individual,Mass Market,Sharjah
REN-0011441,POL-018167,CUST-09264,PROD019,2020-04-20,2020-04-14,Renewed,1,1679.19,1902.54,Individual,Mass Market,Sharjah
REN-0011442,POL-018168,CUST-09265,PROD007,2026-03-05,2026-03-25,Renewed,1,4201.69,4379.99,SME,SME,Ajman
REN-0011443,POL-018169,CUST-09265,PROD024,2024-08-18,2024-08-21,Renewed,1,8470.33,9001.89,SME,SME,Ajman
REN-0011444,POL-018170,CUST-09265,PROD011,2020-10-17,2020-11-13,Renewed,1,2307.97,2405.79,SME,SME,Ajman
REN-0011445,POL-018171,CUST-09265,PROD013,2026-03-21,2026-03-24,Lost to Competitor,0,9328.86,0.0,SME,SME,Ajman
REN-0011446,POL-018172,CUST-09266,PROD019,2026-04-06,2026-04-27,Renewed,1,2271.62,2497.41,Individual,Mass Market,Abu Dhabi
REN-0011447,POL-018173,CUST-09267,PROD022,2025-09-19,2025-09-28,Renewed,1,785.81,864.28,Individual,Mass Market,Abu Dhabi
REN-0011448,POL-018174,CUST-09267,PROD017,2022-04-10,2022-05-07,Renewed,1,914.07,1029.37,Individual,Mass Market,Abu Dhabi
REN-0011449,POL-018176,CUST-09268,PROD021,2022-11-17,2022-11-20,Customer Cancelled,0,167.3,0.0,Individual,Mass Market,Dubai
REN-0011450,POL-018177,CUST-09268,PROD019,2023-06-11,2023-06-19,Renewed,1,2174.33,2288.46,Individual,Mass Market,Dubai
REN-0011451,POL-018178,CUST-09269,PROD022,2026-06-08,2026-06-13,Renewed,1,339.92,355.21,Individual,Mass Market,Sharjah
REN-0011452,POL-018179,CUST-09269,PROD019,2022-10-10,2022-10-31,Renewed,1,1362.63,1530.62,Individual,Mass Market,Sharjah
REN-0011453,POL-018181,CUST-09271,PROD021,2023-02-24,2023-03-03,Renewed,1,859.89,987.72,Individual,Affluent,Sharjah
REN-0011454,POL-018183,CUST-09273,PROD022,2020-04-24,2020-04-28,Renewed,1,1624.34,1806.89,Individual,High Net Worth,Dubai
REN-0011455,POL-018185,CUST-09274,PROD025,2026-06-17,2026-06-29,Lost to Competitor,0,235.79,0.0,Individual,Mass Market,Abu Dhabi
REN-0011456,POL-018187,CUST-09275,PROD021,2026-02-25,2026-03-18,Renewed,1,364.46,393.91,Individual,Mass Market,Dubai
REN-0011457,POL-018190,CUST-09277,PROD025,2026-06-07,2026-06-09,Not Renewed,0,129.54,0.0,Individual,Mass Market,Abu Dhabi
REN-0011458,POL-018191,CUST-09278,PROD017,2024-07-22,2024-07-14,Renewed,1,1130.15,1285.36,Individual,Mass Market,Ajman
REN-0011459,POL-018192,CUST-09278,PROD019,2024-12-22,2024-12-20,Renewed,1,1654.3,1873.54,Individual,Mass Market,Ajman
REN-0011460,POL-018193,CUST-09279,PROD018,2022-07-24,2022-08-02,Renewed,1,2073.4,2167.93,Individual,Affluent,Ajman
REN-0011461,POL-018194,CUST-09279,PROD021,2025-09-30,2025-09-24,Renewed,1,818.02,937.72,Individual,Affluent,Ajman
REN-0011462,POL-018195,CUST-09280,PROD020,2025-01-09,2025-01-23,Renewed,1,1111.86,1177.2,Individual,Mass Market,Ajman
REN-0011463,POL-018196,CUST-09280,PROD016,2025-04-21,2025-05-12,Renewed,1,1143.84,1234.98,Individual,Mass Market,Ajman
REN-0011464,POL-018197,CUST-09281,PROD018,2025-08-23,2025-09-17,Renewed,1,3921.55,4287.29,Individual,Mass Market,Dubai
REN-0011465,POL-018200,CUST-09282,PROD001,2025-07-23,2025-07-25,Not Renewed,0,23935.98,0.0,Corporate,Corporate,Abu Dhabi
REN-0011466,POL-018201,CUST-09282,PROD002,2025-10-05,2025-10-27,Renewed,1,17466.94,19099.84,Corporate,Corporate,Abu Dhabi
REN-0011467,POL-018202,CUST-09282,PROD009,2022-11-28,2022-11-26,Renewed,1,29496.46,30693.34,Corporate,Corporate,Abu Dhabi
REN-0011468,POL-018207,CUST-09285,PROD013,2025-05-28,2025-06-19,Renewed,1,15397.7,16001.78,SME,SME,Abu Dhabi
REN-0011469,POL-018208,CUST-09286,PROD008,2025-07-24,2025-07-18,Renewed,1,9154.78,9777.82,SME,SME,Dubai
REN-0011470,POL-018210,CUST-09286,PROD007,2023-12-25,2023-12-16,Not Renewed,0,8522.29,0.0,SME,SME,Dubai
REN-0011471,POL-018211,CUST-09287,PROD017,2026-03-13,2026-03-27,Renewed,1,2651.7,2788.55,Individual,High Net Worth,Abu Dhabi
REN-0011472,POL-018212,CUST-09287,PROD020,2024-12-30,2025-01-06,Renewed,1,3693.41,4037.26,Individual,High Net Worth,Abu Dhabi
REN-0011473,POL-018213,CUST-09288,PROD007,2023-03-22,2023-03-19,Customer Cancelled,0,7633.64,0.0,SME,SME,Dubai
REN-0011474,POL-018215,CUST-09290,PROD023,2025-08-03,2025-08-28,Renewed,1,766.23,819.08,Individual,Mass Market,Dubai
REN-0011475,POL-018216,CUST-09290,PROD025,2026-02-25,2026-03-21,Renewed,1,160.43,168.49,Individual,Mass Market,Dubai
REN-0011476,POL-018219,CUST-09292,PROD017,2023-12-07,2023-11-30,Renewed,1,1861.73,1982.7,Individual,Mass Market,Ras Al Khaimah
REN-0011477,POL-018221,CUST-09293,PROD023,2025-05-09,2025-05-07,Customer Cancelled,0,459.2,0.0,Individual,Mass Market,Abu Dhabi
REN-0011478,POL-018222,CUST-09294,PROD021,2024-08-18,2024-08-31,Renewed,1,455.21,507.06,Individual,Affluent,Abu Dhabi
REN-0011479,POL-018223,CUST-09294,PROD016,2020-07-21,2020-07-27,Renewed,1,922.56,988.45,Individual,Affluent,Abu Dhabi
REN-0011480,POL-018225,CUST-09295,PROD006,2026-04-07,2026-04-10,Not Renewed,0,58369.29,0.0,Corporate,Corporate,Abu Dhabi
REN-0011481,POL-018226,CUST-09295,PROD009,2025-01-14,2025-02-12,Renewed,1,12454.39,13789.76,Corporate,Corporate,Abu Dhabi
REN-0011482,POL-018229,CUST-09296,PROD008,2025-12-16,2026-01-09,Renewed,1,8326.16,8978.59,SME,SME,Abu Dhabi
REN-0011483,POL-018230,CUST-09296,PROD012,2025-02-07,2025-02-18,Not Renewed,0,1785.59,0.0,SME,SME,Abu Dhabi
REN-0011484,POL-018232,CUST-09298,PROD007,2024-12-31,2025-01-23,Not Renewed,0,5892.99,0.0,SME,SME,Dubai
REN-0011485,POL-018234,CUST-09299,PROD002,2024-09-11,2024-10-02,Renewed,1,26256.02,30098.84,Corporate,Corporate,Dubai
REN-0011486,POL-018235,CUST-09299,PROD015,2025-10-13,2025-10-16,Renewed,1,44769.07,49812.64,Corporate,Corporate,Dubai
REN-0011487,POL-018237,CUST-09300,PROD020,2022-11-04,2022-10-26,Not Renewed,0,968.15,0.0,Individual,Mass Market,Ras Al Khaimah
REN-0011488,POL-018238,CUST-09300,PROD021,2025-11-14,2025-12-03,Renewed,1,398.7,415.42,Individual,Mass Market,Ras Al Khaimah
REN-0011489,POL-018239,CUST-09301,PROD017,2024-07-23,2024-08-14,Customer Cancelled,0,797.66,0.0,Individual,Affluent,Abu Dhabi
REN-0011490,POL-018240,CUST-09302,PROD020,2026-01-05,2026-01-25,Renewed,1,1460.09,1675.01,Individual,Mass Market,Abu Dhabi
REN-0011491,POL-018243,CUST-09303,PROD007,2026-05-22,2026-05-18,Renewed,1,2926.58,3350.37,SME,SME,Dubai
REN-0011492,POL-018244,CUST-09304,PROD016,2025-07-04,2025-06-27,Renewed,1,1100.92,1232.23,Individual,Mass Market,Abu Dhabi
REN-0011493,POL-018247,CUST-09305,PROD012,2026-05-05,2026-04-27,Renewed,1,5106.63,5297.08,SME,SME,Abu Dhabi
REN-0011494,POL-018250,CUST-09307,PROD016,2023-12-11,2023-12-13,Renewed,1,1025.87,1070.44,Individual,Mass Market,Ras Al Khaimah
REN-0011495,POL-018251,CUST-09308,PROD011,2025-03-17,2025-03-30,Renewed,1,2907.6,3198.32,SME,SME,Ras Al Khaimah
REN-0011496,POL-018252,CUST-09309,PROD016,2026-05-28,2026-05-31,Renewed,1,2091.08,2198.57,Individual,Mass Market,Dubai
REN-0011497,POL-018253,CUST-09309,PROD019,2024-12-31,2025-01-26,Renewed,1,3297.32,3717.53,Individual,Mass Market,Dubai
REN-0011498,POL-018254,CUST-09309,PROD025,2024-11-04,2024-10-30,Renewed,1,346.96,367.99,Individual,Mass Market,Dubai
REN-0011499,POL-018258,CUST-09311,PROD023,2023-09-11,2023-09-14,Lost to Competitor,0,517.07,0.0,Individual,Affluent,Abu Dhabi
REN-0011500,POL-018261,CUST-09314,PROD025,2024-10-16,2024-10-06,Lost to Competitor,0,181.58,0.0,Individual,Mass Market,Dubai
REN-0011501,POL-018262,CUST-09315,PROD023,2025-09-01,2025-08-29,Renewed,1,1278.71,1352.11,Individual,Affluent,Ajman
REN-0011502,POL-018263,CUST-09315,PROD020,2025-07-16,2025-07-13,Renewed,1,3594.78,4082.28,Individual,Affluent,Ajman
REN-0011503,POL-018264,CUST-09316,PROD016,2025-12-23,2026-01-18,Renewed,1,557.59,640.96,Individual,Mass Market,Dubai
REN-0011504,POL-018266,CUST-09316,PROD021,2024-07-10,2024-08-03,Lost to Competitor,0,458.32,0.0,Individual,Mass Market,Dubai
REN-0011505,POL-018269,CUST-09318,PROD021,2022-09-10,2022-09-05,Renewed,1,366.4,398.15,Individual,Mass Market,Dubai
REN-0011506,POL-018270,CUST-09318,PROD023,2024-10-09,2024-10-16,Customer Cancelled,0,717.58,0.0,Individual,Mass Market,Dubai
REN-0011507,POL-018272,CUST-09320,PROD011,2026-05-14,2026-06-01,Renewed,1,7575.24,8146.38,SME,SME,Sharjah
REN-0011508,POL-018273,CUST-09320,PROD008,2025-06-07,2025-06-22,Renewed,1,8600.61,9222.97,SME,SME,Sharjah
REN-0011509,POL-018274,CUST-09320,PROD013,2026-06-30,2026-06-30,Renewed,1,18988.09,21812.19,SME,SME,Sharjah
REN-0011510,POL-018275,CUST-09320,PROD014,2025-08-19,2025-08-31,Renewed,1,10150.19,10669.52,SME,SME,Sharjah
REN-0011511,POL-018278,CUST-09323,PROD017,2025-11-12,2025-12-09,Renewed,1,2363.87,2602.21,Individual,Affluent,Ajman
REN-0011512,POL-018280,CUST-09324,PROD020,2025-04-27,2025-05-26,Renewed,1,2385.7,2580.01,Individual,Affluent,Abu Dhabi
REN-0011513,POL-018281,CUST-09324,PROD016,2026-07-25,2026-08-16,Renewed,1,1009.75,1082.78,Individual,Affluent,Abu Dhabi
REN-0011514,POL-018282,CUST-09324,PROD025,2026-01-29,2026-02-13,Renewed,1,826.49,852.07,Individual,Affluent,Abu Dhabi
REN-0011515,POL-018283,CUST-09325,PROD023,2025-10-28,2025-10-25,Renewed,1,684.64,779.51,Individual,Mass Market,Ras Al Khaimah
