Lead_ID,Customer_ID,Lead_Date,Lead_Source,Product_Interest,Lead_Status,Quoted_Premium,Converted_Flag,Lead_Year
LEAD-00023717,CUST-00019,2026-03-04,Insurance Broker,Travel Insurance,Qualified,11652.9,0,2026
LEAD-00023718,CUST-08779,2026-02-05,Branch,Travel Insurance,Qualified,12041.81,0,2026
LEAD-00023719,CUST-24745,2026-05-16,Website,Cyber Security Insurance,Qualified,16348.44,0,2026
LEAD-00023720,CUST-07464,2026-02-18,Bank Partner,Business Insurance,New,5913.46,0,2026
LEAD-00023721,CUST-15255,2024-06-28,Website,Motor Fleet Insurance,Lost,12895.54,0,2024
LEAD-00023722,CUST-19541,2024-05-24,Bank Partner,Car Insurance,Qualified,16662.56,0,2024
LEAD-00023723,CUST-05077,2024-04-21,Insurance Broker,Travel Insurance,Contacted,17953.36,0,2024
LEAD-00023724,CUST-07626,2026-06-29,Insurance Broker,Life Insurance,Contacted,19056.75,0,2026
LEAD-00023725,CUST-18561,2025-08-09,Website,Business Insurance,Qualified,1477.51,0,2025
LEAD-00023726,CUST-23445,2026-07-22,Referral,Business Insurance,Contacted,21481.86,0,2026
LEAD-00023727,CUST-01989,2024-05-14,Branch,Life Insurance,New,2495.25,0,2024
LEAD-00023728,CUST-20544,2024-06-16,Email Campaign,SME Insurance,Converted,12007.72,1,2024
LEAD-00023729,CUST-15567,2025-03-29,Social Media,Cyber Security Insurance,Lost,16055.32,0,2025
LEAD-00023730,CUST-20695,2023-10-17,Social Media,Motor Fleet Insurance,New,5060.04,0,2023
LEAD-00023731,CUST-18939,2023-10-29,Referral,Motor Fleet Insurance,Lost,10318.54,0,2023
LEAD-00023732,CUST-08530,2025-02-13,Social Media,Cyber Security Insurance,Quoted,2974.85,0,2025
LEAD-00023733,CUST-24458,2024-07-08,Insurance Broker,Travel Insurance,Qualified,16168.54,0,2024
LEAD-00023734,CUST-09335,2024-02-18,Insurance Broker,SME Insurance,Converted,12234.73,1,2024
LEAD-00023735,CUST-02670,2025-06-28,Referral,Health Insurance,Converted,10849.39,1,2025
LEAD-00023736,CUST-13198,2024-04-15,Bank Partner,Home Insurance,Lost,9826.31,0,2024
LEAD-00023737,CUST-07987,2025-11-01,Website,Life Insurance,New,16969.98,0,2025
LEAD-00023738,CUST-11941,2026-06-05,Social Media,Life Insurance,Converted,23518.77,1,2026
LEAD-00023739,CUST-12732,2025-10-16,Insurance Broker,Motor Fleet Insurance,Contacted,23206.58,0,2025
LEAD-00023740,CUST-22691,2024-02-18,Insurance Broker,Travel Insurance,Lost,341.53,0,2024
LEAD-00023741,CUST-19267,2023-12-23,Branch,Home Insurance,Contacted,17865.0,0,2023
LEAD-00023742,CUST-17464,2026-06-03,Website,SME Insurance,Converted,18292.74,1,2026
LEAD-00023743,CUST-00865,2023-12-14,Referral,Life Insurance,Qualified,574.59,0,2023
LEAD-00023744,CUST-23239,2024-11-20,Insurance Broker,Health Insurance,Qualified,8857.89,0,2024
LEAD-00023745,CUST-13471,2025-02-20,Website,SME Insurance,Contacted,18019.2,0,2025
LEAD-00023746,CUST-00986,2026-02-07,Google Ads,Motor Fleet Insurance,New,385.27,0,2026
LEAD-00023747,CUST-16175,2025-05-16,Google Ads,SME Insurance,New,24390.12,0,2025
LEAD-00023748,CUST-18477,2025-10-29,Email Campaign,SME Insurance,Lost,17858.66,0,2025
LEAD-00023749,CUST-18149,2025-05-27,Social Media,Business Insurance,Contacted,21023.95,0,2025
LEAD-00023750,CUST-12769,2023-09-10,Referral,Travel Insurance,Converted,24051.58,1,2023
LEAD-00023751,CUST-20673,2024-09-02,Insurance Broker,Business Insurance,Quoted,7532.36,0,2024
LEAD-00023752,CUST-23054,2025-03-07,Website,Home Insurance,Contacted,24252.59,0,2025
LEAD-00023753,CUST-18650,2026-01-30,Social Media,Life Insurance,Lost,3036.46,0,2026
LEAD-00023754,CUST-12055,2025-02-04,Insurance Broker,Cyber Security Insurance,New,5988.35,0,2025
LEAD-00023755,CUST-22782,2023-10-05,Website,Car Insurance,Contacted,11890.12,0,2023
LEAD-00023756,CUST-11717,2023-11-21,Social Media,Life Insurance,Converted,10362.36,1,2023
LEAD-00023757,CUST-22849,2024-12-10,Insurance Broker,Health Insurance,Qualified,4119.97,0,2024
LEAD-00023758,CUST-04868,2026-04-15,Insurance Broker,Life Insurance,New,18671.21,0,2026
LEAD-00023759,CUST-03674,2025-08-22,Website,Home Insurance,Contacted,2018.62,0,2025
LEAD-00023760,CUST-20056,2025-07-09,Google Ads,Business Insurance,Qualified,19771.94,0,2025
LEAD-00023761,CUST-22962,2026-03-08,Google Ads,Car Insurance,New,12489.5,0,2026
LEAD-00023762,CUST-23524,2025-11-17,Bank Partner,SME Insurance,Qualified,16233.77,0,2025
LEAD-00023763,CUST-12638,2025-05-01,Google Ads,Health Insurance,Quoted,22529.03,0,2025
LEAD-00023764,CUST-07456,2023-12-04,Referral,Travel Insurance,Quoted,1482.65,0,2023
LEAD-00023765,CUST-02014,2026-07-19,Google Ads,Health Insurance,Qualified,13626.17,0,2026
LEAD-00023766,CUST-10248,2024-01-20,Google Ads,Health Insurance,New,1117.34,0,2024
LEAD-00023767,CUST-09411,2024-07-08,Website,Motor Fleet Insurance,Converted,7525.21,1,2024
LEAD-00023768,CUST-05179,2025-12-10,Insurance Broker,Life Insurance,Quoted,2544.82,0,2025
LEAD-00023769,CUST-22984,2026-03-15,Insurance Broker,Travel Insurance,Quoted,12660.95,0,2026
LEAD-00023770,CUST-07221,2025-05-13,Branch,Health Insurance,New,12882.92,0,2025
LEAD-00023771,CUST-06487,2024-05-09,Insurance Broker,Business Insurance,Quoted,19286.84,0,2024
LEAD-00023772,CUST-21052,2026-02-08,Referral,Car Insurance,New,620.49,0,2026
LEAD-00023773,CUST-18357,2025-07-28,Branch,Motor Fleet Insurance,New,4906.46,0,2025
LEAD-00023774,CUST-17046,2026-05-11,Branch,Business Insurance,Qualified,23768.97,0,2026
LEAD-00023775,CUST-09090,2024-04-30,Google Ads,Life Insurance,New,1024.38,0,2024
LEAD-00023776,CUST-11888,2024-07-29,Google Ads,Travel Insurance,New,4977.22,0,2024
LEAD-00023777,CUST-22502,2025-02-01,Website,Travel Insurance,Contacted,11551.24,0,2025
LEAD-00023778,CUST-22587,2024-10-01,Insurance Broker,Business Insurance,Converted,6110.74,1,2024
LEAD-00023779,CUST-03101,2025-02-19,Bank Partner,Home Insurance,Quoted,9429.13,0,2025
LEAD-00023780,CUST-17648,2024-08-11,Branch,Car Insurance,Qualified,11044.15,0,2024
LEAD-00023781,CUST-10877,2024-06-15,Bank Partner,SME Insurance,Converted,17241.07,1,2024
LEAD-00023782,CUST-24622,2023-09-06,Bank Partner,Life Insurance,Quoted,2691.16,0,2023
LEAD-00023783,CUST-10486,2025-12-09,Insurance Broker,Motor Fleet Insurance,Qualified,23264.3,0,2025
LEAD-00023784,CUST-18127,2025-07-08,Insurance Broker,SME Insurance,Converted,6131.2,1,2025
LEAD-00023785,CUST-12098,2024-11-05,Branch,Home Insurance,Converted,14450.26,1,2024
LEAD-00023786,CUST-24310,2025-08-13,Website,Home Insurance,Contacted,17809.64,0,2025
LEAD-00023787,CUST-02786,2025-11-17,Google Ads,Home Insurance,Contacted,19352.37,0,2025
LEAD-00023788,CUST-18005,2025-11-12,Insurance Broker,Car Insurance,Contacted,4496.98,0,2025
LEAD-00023789,CUST-08262,2024-11-21,Google Ads,Business Insurance,Contacted,14550.51,0,2024
LEAD-00023790,CUST-21592,2024-09-03,Website,Life Insurance,New,7222.98,0,2024
LEAD-00023791,CUST-11273,2025-09-05,Branch,SME Insurance,Quoted,8649.29,0,2025
LEAD-00023792,CUST-11891,2024-09-25,Google Ads,Business Insurance,Lost,23071.96,0,2024
LEAD-00023793,CUST-06096,2025-05-26,Branch,Motor Fleet Insurance,New,11682.75,0,2025
LEAD-00023794,CUST-20876,2025-07-26,Google Ads,Cyber Security Insurance,New,18732.49,0,2025
LEAD-00023795,CUST-21716,2023-09-06,Social Media,Cyber Security Insurance,Qualified,20768.0,0,2023
LEAD-00023796,CUST-09241,2024-04-27,Social Media,SME Insurance,Contacted,6160.81,0,2024
LEAD-00023797,CUST-16101,2026-02-06,Insurance Broker,Home Insurance,Lost,6922.02,0,2026
LEAD-00023798,CUST-11051,2023-12-30,Branch,Motor Fleet Insurance,Contacted,6672.43,0,2023
LEAD-00023799,CUST-08994,2024-03-02,Google Ads,Business Insurance,Converted,11910.46,1,2024
LEAD-00023800,CUST-08825,2025-03-03,Email Campaign,Travel Insurance,Qualified,17405.81,0,2025
LEAD-00023801,CUST-20823,2026-07-16,Email Campaign,Cyber Security Insurance,Qualified,19238.83,0,2026
LEAD-00023802,CUST-00170,2023-11-03,Website,Motor Fleet Insurance,Quoted,3273.91,0,2023
LEAD-00023803,CUST-22386,2023-08-17,Branch,Life Insurance,Quoted,4695.44,0,2023
LEAD-00023804,CUST-08906,2026-04-16,Email Campaign,Health Insurance,Qualified,22523.76,0,2026
LEAD-00023805,CUST-11100,2023-08-27,Website,Motor Fleet Insurance,Qualified,15365.7,0,2023
LEAD-00023806,CUST-00677,2024-12-29,Bank Partner,Home Insurance,New,15765.62,0,2024
LEAD-00023807,CUST-20072,2026-01-08,Insurance Broker,Health Insurance,Quoted,21952.55,0,2026
LEAD-00023808,CUST-22967,2025-05-23,Google Ads,Car Insurance,New,1785.21,0,2025
LEAD-00023809,CUST-09659,2025-08-30,Bank Partner,Business Insurance,Qualified,1160.73,0,2025
LEAD-00023810,CUST-02839,2024-05-23,Google Ads,Life Insurance,Quoted,2818.49,0,2024
LEAD-00023811,CUST-11181,2025-09-05,Google Ads,SME Insurance,Converted,14066.51,1,2025
LEAD-00023812,CUST-09639,2024-03-01,Google Ads,Home Insurance,Contacted,3212.12,0,2024
LEAD-00023813,CUST-00675,2026-04-14,Google Ads,Business Insurance,New,21300.81,0,2026
LEAD-00023814,CUST-05657,2024-03-17,Insurance Broker,Travel Insurance,Contacted,15903.47,0,2024
LEAD-00023815,CUST-08351,2024-11-11,Google Ads,Travel Insurance,Converted,12515.25,1,2024
LEAD-00023816,CUST-07198,2026-01-31,Website,Business Insurance,New,1910.47,0,2026
LEAD-00023817,CUST-07898,2026-01-08,Google Ads,SME Insurance,Quoted,3756.26,0,2026
LEAD-00023818,CUST-04817,2025-10-23,Referral,Life Insurance,Quoted,4063.54,0,2025
LEAD-00023819,CUST-11768,2024-10-31,Insurance Broker,Motor Fleet Insurance,New,2476.79,0,2024
LEAD-00023820,CUST-12743,2024-04-06,Referral,SME Insurance,Qualified,23930.2,0,2024
LEAD-00023821,CUST-20170,2023-12-12,Insurance Broker,Cyber Security Insurance,Qualified,16020.68,0,2023
LEAD-00023822,CUST-09877,2025-01-30,Google Ads,Travel Insurance,Lost,10366.24,0,2025
LEAD-00023823,CUST-21259,2023-09-12,Bank Partner,Business Insurance,Lost,18573.83,0,2023
LEAD-00023824,CUST-08378,2025-07-24,Google Ads,Business Insurance,Quoted,13169.97,0,2025
LEAD-00023825,CUST-20582,2026-02-11,Bank Partner,Life Insurance,Quoted,8769.85,0,2026
LEAD-00023826,CUST-02718,2025-12-20,Insurance Broker,Home Insurance,Quoted,15332.33,0,2025
LEAD-00023827,CUST-23354,2025-01-15,Bank Partner,Cyber Security Insurance,New,11864.46,0,2025
LEAD-00023828,CUST-05768,2024-11-18,Social Media,Car Insurance,Converted,9717.01,1,2024
LEAD-00023829,CUST-11102,2026-02-11,Google Ads,Life Insurance,Converted,24283.19,1,2026
LEAD-00023830,CUST-13418,2024-07-23,Google Ads,Home Insurance,Contacted,16452.44,0,2024
LEAD-00023831,CUST-16798,2023-11-29,Google Ads,SME Insurance,New,8373.95,0,2023
LEAD-00023832,CUST-07155,2024-02-16,Insurance Broker,Business Insurance,New,7046.83,0,2024
LEAD-00023833,CUST-18696,2025-06-06,Website,Car Insurance,Qualified,17648.4,0,2025
LEAD-00023834,CUST-01620,2025-01-18,Google Ads,Home Insurance,Quoted,14772.79,0,2025
LEAD-00023835,CUST-21199,2024-04-19,Website,Motor Fleet Insurance,Converted,6245.2,1,2024
LEAD-00023836,CUST-07463,2026-03-08,Social Media,Home Insurance,New,10463.87,0,2026
LEAD-00023837,CUST-23625,2023-10-20,Website,SME Insurance,Qualified,10337.59,0,2023
LEAD-00023838,CUST-18242,2023-11-21,Google Ads,Cyber Security Insurance,Qualified,18077.55,0,2023
LEAD-00023839,CUST-03068,2026-08-11,Google Ads,Cyber Security Insurance,Quoted,8587.51,0,2026
LEAD-00023840,CUST-06573,2024-03-12,Insurance Broker,Motor Fleet Insurance,New,2897.69,0,2024
LEAD-00023841,CUST-24197,2025-07-31,Social Media,Car Insurance,Qualified,11736.99,0,2025
LEAD-00023842,CUST-18338,2024-07-25,Bank Partner,Car Insurance,Converted,14517.36,1,2024
LEAD-00023843,CUST-13764,2023-09-02,Insurance Broker,Life Insurance,Converted,8228.44,1,2023
LEAD-00023844,CUST-03813,2024-03-14,Website,Cyber Security Insurance,Qualified,11168.81,0,2024
LEAD-00023845,CUST-05795,2024-10-27,Referral,Life Insurance,Quoted,16108.94,0,2024
LEAD-00023846,CUST-09231,2024-11-11,Email Campaign,Car Insurance,New,414.23,0,2024
LEAD-00023847,CUST-04627,2026-08-01,Branch,Life Insurance,New,5509.84,0,2026
LEAD-00023848,CUST-23481,2024-04-07,Google Ads,SME Insurance,Contacted,21448.07,0,2024
LEAD-00023849,CUST-15858,2025-05-21,Email Campaign,Travel Insurance,New,4946.01,0,2025
LEAD-00023850,CUST-23859,2023-08-28,Bank Partner,Health Insurance,Quoted,2020.1,0,2023
LEAD-00023851,CUST-18624,2023-08-30,Social Media,Travel Insurance,New,4156.52,0,2023
LEAD-00023852,CUST-17763,2026-01-04,Referral,Car Insurance,Lost,6231.02,0,2026
LEAD-00023853,CUST-03356,2026-05-17,Bank Partner,Cyber Security Insurance,Quoted,4849.23,0,2026
LEAD-00023854,CUST-20315,2024-12-26,Bank Partner,Business Insurance,Contacted,19234.55,0,2024
LEAD-00023855,CUST-00265,2024-10-14,Bank Partner,Business Insurance,New,23250.23,0,2024
LEAD-00023856,CUST-09938,2026-07-26,Website,Cyber Security Insurance,Qualified,22118.48,0,2026
LEAD-00023857,CUST-02154,2026-04-10,Social Media,Travel Insurance,Contacted,5173.44,0,2026
LEAD-00023858,CUST-22346,2026-06-10,Website,Health Insurance,Converted,20916.72,1,2026
LEAD-00023859,CUST-10016,2024-05-05,Email Campaign,Travel Insurance,Quoted,8543.41,0,2024
LEAD-00023860,CUST-12158,2024-01-13,Google Ads,Cyber Security Insurance,Converted,3737.37,1,2024
LEAD-00023861,CUST-21688,2023-11-23,Social Media,SME Insurance,Lost,11136.72,0,2023
LEAD-00023862,CUST-18360,2024-09-15,Referral,Home Insurance,Qualified,13394.36,0,2024
LEAD-00023863,CUST-10921,2025-11-10,Social Media,Life Insurance,Contacted,8902.2,0,2025
LEAD-00023864,CUST-03758,2025-03-28,Bank Partner,Life Insurance,Quoted,18839.7,0,2025
LEAD-00023865,CUST-21802,2023-11-23,Email Campaign,Life Insurance,New,13372.75,0,2023
LEAD-00023866,CUST-22712,2024-06-13,Referral,Cyber Security Insurance,Quoted,15100.03,0,2024
LEAD-00023867,CUST-18943,2023-10-07,Social Media,Health Insurance,New,17895.88,0,2023
LEAD-00023868,CUST-16809,2024-03-27,Insurance Broker,Life Insurance,Converted,2747.85,1,2024
LEAD-00023869,CUST-02405,2025-12-17,Google Ads,Cyber Security Insurance,Quoted,11844.47,0,2025
LEAD-00023870,CUST-01179,2025-07-24,Social Media,Home Insurance,New,9024.17,0,2025
LEAD-00023871,CUST-12281,2024-03-24,Website,SME Insurance,Contacted,11171.09,0,2024
LEAD-00023872,CUST-05675,2025-06-12,Referral,Travel Insurance,Lost,8154.75,0,2025
LEAD-00023873,CUST-05480,2024-12-12,Website,Health Insurance,Qualified,13661.29,0,2024
LEAD-00023874,CUST-11253,2025-05-02,Referral,Cyber Security Insurance,Quoted,24342.18,0,2025
LEAD-00023875,CUST-24616,2024-07-11,Google Ads,Home Insurance,Lost,19775.22,0,2024
LEAD-00023876,CUST-10340,2024-12-04,Google Ads,Home Insurance,Converted,756.23,1,2024
LEAD-00023877,CUST-16521,2024-12-08,Bank Partner,Home Insurance,Qualified,19685.59,0,2024
LEAD-00023878,CUST-01943,2026-01-02,Insurance Broker,Travel Insurance,Converted,18189.18,1,2026
LEAD-00023879,CUST-17225,2024-01-15,Google Ads,Life Insurance,Quoted,19530.31,0,2024
LEAD-00023880,CUST-11338,2025-04-28,Branch,Travel Insurance,Quoted,11202.26,0,2025
LEAD-00023881,CUST-21360,2026-03-03,Referral,Motor Fleet Insurance,New,18845.21,0,2026
LEAD-00023882,CUST-02577,2023-09-10,Website,Home Insurance,Quoted,24256.11,0,2023
LEAD-00023883,CUST-20529,2025-08-12,Google Ads,Travel Insurance,Contacted,2057.25,0,2025
LEAD-00023884,CUST-12531,2025-08-05,Email Campaign,Travel Insurance,Quoted,1131.29,0,2025
LEAD-00023885,CUST-13603,2025-09-18,Website,Life Insurance,Converted,20337.47,1,2025
LEAD-00023886,CUST-20964,2025-12-26,Bank Partner,SME Insurance,New,2091.48,0,2025
LEAD-00023887,CUST-03828,2025-10-20,Insurance Broker,Life Insurance,Qualified,9663.26,0,2025
LEAD-00023888,CUST-01706,2023-09-27,Social Media,Health Insurance,New,11807.17,0,2023
LEAD-00023889,CUST-10835,2026-05-28,Google Ads,SME Insurance,Contacted,5587.26,0,2026
LEAD-00023890,CUST-06013,2025-12-16,Website,Motor Fleet Insurance,Converted,17498.39,1,2025
LEAD-00023891,CUST-15040,2024-07-04,Website,Home Insurance,Quoted,7115.39,0,2024
LEAD-00023892,CUST-19618,2025-07-27,Google Ads,Life Insurance,Contacted,12936.54,0,2025
LEAD-00023893,CUST-19836,2026-08-13,Insurance Broker,Travel Insurance,Qualified,17467.92,0,2026
LEAD-00023894,CUST-07837,2025-08-03,Bank Partner,Travel Insurance,Qualified,11767.09,0,2025
LEAD-00023895,CUST-07455,2025-11-02,Bank Partner,Travel Insurance,Qualified,15816.57,0,2025
LEAD-00023896,CUST-24265,2026-06-25,Website,Motor Fleet Insurance,Converted,2043.02,1,2026
LEAD-00023897,CUST-23692,2025-06-17,Google Ads,Car Insurance,Contacted,13852.8,0,2025
LEAD-00023898,CUST-16608,2026-01-16,Insurance Broker,Motor Fleet Insurance,Converted,3266.58,1,2026
LEAD-00023899,CUST-09130,2024-08-14,Branch,SME Insurance,Contacted,7870.61,0,2024
LEAD-00023900,CUST-23536,2026-03-09,Insurance Broker,Car Insurance,Converted,5893.2,1,2026
LEAD-00023901,CUST-06004,2023-09-27,Website,Car Insurance,Quoted,18558.98,0,2023
LEAD-00023902,CUST-18751,2024-10-28,Email Campaign,Business Insurance,Converted,17040.23,1,2024
LEAD-00023903,CUST-05671,2024-09-08,Social Media,Business Insurance,Qualified,9940.24,0,2024
LEAD-00023904,CUST-08457,2026-03-15,Bank Partner,Health Insurance,Lost,6577.7,0,2026
LEAD-00023905,CUST-06181,2024-06-18,Referral,Life Insurance,Converted,633.64,1,2024
LEAD-00023906,CUST-19111,2025-04-13,Social Media,Cyber Security Insurance,New,12484.19,0,2025
LEAD-00023907,CUST-05367,2024-12-08,Website,Home Insurance,Quoted,16935.99,0,2024
LEAD-00023908,CUST-01281,2026-03-23,Branch,Travel Insurance,Qualified,1117.0,0,2026
LEAD-00023909,CUST-12349,2025-09-08,Referral,Business Insurance,Contacted,18651.54,0,2025
LEAD-00023910,CUST-13001,2023-10-01,Website,Health Insurance,Quoted,14293.9,0,2023
LEAD-00023911,CUST-24043,2025-02-17,Branch,Cyber Security Insurance,Quoted,2149.74,0,2025
LEAD-00023912,CUST-12505,2026-03-18,Bank Partner,Life Insurance,Converted,5843.94,1,2026
LEAD-00023913,CUST-07384,2024-01-17,Branch,Car Insurance,Qualified,15786.37,0,2024
LEAD-00023914,CUST-15788,2025-01-16,Google Ads,Home Insurance,Lost,6749.01,0,2025
LEAD-00023915,CUST-09284,2025-03-23,Website,Health Insurance,Lost,21760.77,0,2025
LEAD-00023916,CUST-01110,2025-08-13,Insurance Broker,Travel Insurance,Contacted,23997.09,0,2025
LEAD-00023917,CUST-19192,2025-04-29,Branch,Business Insurance,Quoted,6136.16,0,2025
LEAD-00023918,CUST-20798,2024-03-12,Bank Partner,Home Insurance,Converted,3101.11,1,2024
LEAD-00023919,CUST-07316,2026-08-11,Email Campaign,Car Insurance,Converted,20487.48,1,2026
LEAD-00023920,CUST-18268,2024-07-22,Insurance Broker,Business Insurance,New,8506.27,0,2024
LEAD-00023921,CUST-09932,2024-01-09,Branch,Travel Insurance,Converted,7571.87,1,2024
LEAD-00023922,CUST-18658,2026-01-09,Referral,Life Insurance,Qualified,8633.95,0,2026
LEAD-00023923,CUST-17190,2024-12-12,Insurance Broker,Health Insurance,Converted,12838.62,1,2024
LEAD-00023924,CUST-16929,2024-07-01,Email Campaign,Cyber Security Insurance,Contacted,13861.97,0,2024
LEAD-00023925,CUST-12261,2025-06-14,Insurance Broker,Motor Fleet Insurance,New,12059.4,0,2025
LEAD-00023926,CUST-22022,2024-09-26,Bank Partner,SME Insurance,Contacted,19777.75,0,2024
LEAD-00023927,CUST-24425,2026-04-28,Website,Motor Fleet Insurance,New,20044.77,0,2026
LEAD-00023928,CUST-20007,2026-05-03,Insurance Broker,Cyber Security Insurance,Qualified,14897.7,0,2026
LEAD-00023929,CUST-13071,2024-01-06,Email Campaign,Home Insurance,Converted,10419.53,1,2024
LEAD-00023930,CUST-23347,2025-12-20,Website,Health Insurance,Converted,24494.81,1,2025
LEAD-00023931,CUST-21547,2024-04-27,Email Campaign,Car Insurance,Lost,20220.35,0,2024
LEAD-00023932,CUST-08010,2026-04-29,Insurance Broker,Car Insurance,Qualified,23547.61,0,2026
LEAD-00023933,CUST-09298,2026-07-31,Website,Motor Fleet Insurance,New,14205.4,0,2026
LEAD-00023934,CUST-13888,2024-06-09,Google Ads,Travel Insurance,Qualified,5838.7,0,2024
LEAD-00023935,CUST-13930,2025-09-28,Referral,Health Insurance,Contacted,11408.83,0,2025
LEAD-00023936,CUST-09890,2026-08-01,Insurance Broker,Business Insurance,Quoted,4566.98,0,2026
LEAD-00023937,CUST-03347,2026-04-28,Website,SME Insurance,Contacted,5581.07,0,2026
LEAD-00023938,CUST-04593,2026-05-29,Email Campaign,Motor Fleet Insurance,New,22158.73,0,2026
LEAD-00023939,CUST-01207,2024-08-08,Website,SME Insurance,New,17589.13,0,2024
LEAD-00023940,CUST-00667,2025-01-10,Google Ads,Car Insurance,Qualified,17617.29,0,2025
LEAD-00023941,CUST-09516,2023-10-16,Google Ads,Cyber Security Insurance,Qualified,1705.22,0,2023
LEAD-00023942,CUST-12270,2025-01-28,Google Ads,Car Insurance,New,14505.04,0,2025
LEAD-00023943,CUST-08287,2024-04-22,Insurance Broker,SME Insurance,New,21259.63,0,2024
LEAD-00023944,CUST-20393,2023-12-28,Email Campaign,Cyber Security Insurance,New,21990.69,0,2023
LEAD-00023945,CUST-24411,2026-04-07,Website,Motor Fleet Insurance,New,21581.94,0,2026
LEAD-00023946,CUST-04477,2026-06-21,Referral,SME Insurance,Quoted,14357.98,0,2026
LEAD-00023947,CUST-07922,2024-01-29,Google Ads,Home Insurance,New,3686.56,0,2024
LEAD-00023948,CUST-11693,2025-08-24,Website,Car Insurance,Lost,2686.43,0,2025
LEAD-00023949,CUST-03530,2025-08-11,Bank Partner,Home Insurance,Quoted,20841.22,0,2025
LEAD-00023950,CUST-21379,2025-07-02,Social Media,Car Insurance,Converted,10524.75,1,2025
LEAD-00023951,CUST-02132,2024-07-13,Google Ads,Car Insurance,Qualified,21057.13,0,2024
LEAD-00023952,CUST-02593,2025-05-24,Email Campaign,Motor Fleet Insurance,Qualified,18968.08,0,2025
LEAD-00023953,CUST-15348,2024-12-10,Branch,Car Insurance,Qualified,15685.75,0,2024
LEAD-00023954,CUST-22435,2023-09-15,Bank Partner,Motor Fleet Insurance,Qualified,17177.15,0,2023
LEAD-00023955,CUST-09104,2025-01-23,Google Ads,Travel Insurance,Quoted,12404.69,0,2025
LEAD-00023956,CUST-20094,2025-10-15,Google Ads,SME Insurance,Contacted,362.69,0,2025
LEAD-00023957,CUST-24593,2024-06-10,Website,Motor Fleet Insurance,Qualified,3875.88,0,2024
LEAD-00023958,CUST-04852,2026-08-12,Branch,Car Insurance,Converted,3871.31,1,2026
LEAD-00023959,CUST-17771,2025-01-23,Google Ads,Life Insurance,Converted,3740.23,1,2025
LEAD-00023960,CUST-13537,2024-09-12,Referral,Motor Fleet Insurance,Lost,18845.06,0,2024
LEAD-00023961,CUST-14874,2024-07-03,Email Campaign,Business Insurance,New,20066.68,0,2024
LEAD-00023962,CUST-21715,2025-11-05,Website,SME Insurance,Converted,16451.15,1,2025
LEAD-00023963,CUST-22469,2026-04-01,Branch,Life Insurance,Qualified,12318.32,0,2026
LEAD-00023964,CUST-03691,2024-09-17,Insurance Broker,Travel Insurance,New,4985.39,0,2024
LEAD-00023965,CUST-08469,2026-08-09,Bank Partner,Home Insurance,Quoted,15593.64,0,2026
LEAD-00023966,CUST-23700,2025-08-23,Referral,Travel Insurance,Quoted,6135.26,0,2025
LEAD-00023967,CUST-12035,2024-12-13,Google Ads,Car Insurance,Lost,20481.85,0,2024
LEAD-00023968,CUST-04863,2026-08-12,Website,Home Insurance,Qualified,4813.49,0,2026
LEAD-00023969,CUST-07714,2025-04-15,Website,Home Insurance,New,18327.67,0,2025
LEAD-00023970,CUST-22986,2023-09-17,Google Ads,Home Insurance,Contacted,24711.01,0,2023
LEAD-00023971,CUST-07039,2025-10-29,Insurance Broker,Life Insurance,Lost,1171.13,0,2025
LEAD-00023972,CUST-21436,2023-10-09,Website,Business Insurance,New,15147.93,0,2023
LEAD-00023973,CUST-18211,2025-04-29,Bank Partner,Travel Insurance,Converted,3001.21,1,2025
LEAD-00023974,CUST-12755,2024-06-14,Google Ads,Motor Fleet Insurance,Lost,6886.85,0,2024
LEAD-00023975,CUST-22056,2025-04-10,Google Ads,Cyber Security Insurance,Qualified,9978.86,0,2025
LEAD-00023976,CUST-16447,2023-08-20,Google Ads,Health Insurance,Converted,23729.1,1,2023
LEAD-00023977,CUST-19455,2023-08-31,Google Ads,SME Insurance,New,666.61,0,2023
LEAD-00023978,CUST-22637,2023-08-19,Website,Motor Fleet Insurance,Qualified,317.76,0,2023
LEAD-00023979,CUST-16497,2024-06-29,Website,Life Insurance,Contacted,6202.75,0,2024
LEAD-00023980,CUST-04327,2024-03-13,Branch,Life Insurance,Quoted,11528.33,0,2024
LEAD-00023981,CUST-22885,2024-01-26,Google Ads,Motor Fleet Insurance,Lost,10712.26,0,2024
LEAD-00023982,CUST-18486,2026-03-08,Social Media,Motor Fleet Insurance,Quoted,7170.88,0,2026
LEAD-00023983,CUST-15746,2023-09-17,Insurance Broker,Life Insurance,Contacted,7626.57,0,2023
LEAD-00023984,CUST-22719,2025-01-24,Social Media,SME Insurance,Lost,8105.68,0,2025
LEAD-00023985,CUST-17641,2024-02-14,Google Ads,Life Insurance,New,9952.91,0,2024
LEAD-00023986,CUST-17636,2025-11-22,Website,Car Insurance,New,16048.6,0,2025
LEAD-00023987,CUST-19305,2026-06-11,Insurance Broker,Home Insurance,Contacted,8523.82,0,2026
LEAD-00023988,CUST-12189,2025-01-08,Google Ads,Home Insurance,Lost,1086.43,0,2025
LEAD-00023989,CUST-20460,2026-05-16,Insurance Broker,Travel Insurance,New,8050.6,0,2026
LEAD-00023990,CUST-21545,2025-04-19,Google Ads,Business Insurance,Qualified,24951.3,0,2025
