Customer_ID,Customer_Type,Gender,Age,Nationality,Emirate,Industry,Company_Size,Customer_Segment,Customer_Since,Acquisition_Channel
CUST-15082,Individual,Male,24,Indian,Abu Dhabi,Individual,,Mass Market,2020-01-19,Insurance Broker
CUST-15083,Individual,Male,57,Pakistani,Abu Dhabi,Individual,,Mass Market,2026-03-31,Insurance Agent
CUST-15084,Individual,Female,21,Other,Sharjah,Individual,,Mass Market,2022-06-01,Direct Online
CUST-15085,Individual,Female,53,Emirati,Dubai,Individual,,High Net Worth,2019-08-09,Corporate Partner
CUST-15086,Individual,Male,54,Pakistani,Abu Dhabi,Individual,,Mass Market,2022-09-21,Direct Online
CUST-15087,SME,Female,31,British,Fujairah,Government,Micro,SME,2024-04-03,Insurance Broker
CUST-15088,Individual,Male,49,Emirati,Umm Al Quwain,Individual,,Affluent,2023-03-21,Bank / Bancassurance
CUST-15089,Individual,Female,49,Indian,Abu Dhabi,Individual,,Mass Market,2020-09-01,Insurance Broker
CUST-15090,Individual,Male,36,Indian,Abu Dhabi,Individual,,Mass Market,2020-09-09,Direct Online
CUST-15091,Individual,Female,47,Indian,Abu Dhabi,Individual,,Mass Market,2020-06-02,Direct Online
CUST-15092,Individual,Female,52,Filipino,Dubai,Individual,,Affluent,2020-01-26,Insurance Agent
CUST-15093,Individual,Male,51,British,Dubai,Individual,,Mass Market,2025-01-10,Bank / Bancassurance
CUST-15094,Individual,Male,44,Bangladeshi,Ras Al Khaimah,Individual,,Affluent,2024-03-25,Direct Online
CUST-15095,Individual,Female,54,Other,Dubai,Individual,,Mass Market,2024-07-28,Direct Online
CUST-15096,Individual,Male,32,Indian,Dubai,Individual,,Mass Market,2019-05-19,Bank / Bancassurance
CUST-15097,Individual,Male,46,Other,Abu Dhabi,Individual,,Mass Market,2019-07-08,Direct Online
CUST-15098,Individual,Female,44,Indian,Abu Dhabi,Individual,,Mass Market,2022-04-27,Insurance Broker
CUST-15099,Individual,Male,65,Other,Dubai,Individual,,Mass Market,2024-09-15,Insurance Broker
CUST-15100,Individual,Female,67,Bangladeshi,Abu Dhabi,Individual,,Affluent,2018-11-13,Insurance Broker
CUST-15101,Individual,Male,47,Sri Lankan,Sharjah,Individual,,Mass Market,2019-12-25,Insurance Broker
CUST-15102,Individual,Female,45,Bangladeshi,Sharjah,Individual,,Mass Market,2026-07-10,Insurance Broker
CUST-15103,Individual,Male,42,Emirati,Sharjah,Individual,,Affluent,2026-07-10,Insurance Broker
CUST-15104,Individual,Female,28,Pakistani,Ras Al Khaimah,Individual,,Affluent,2021-05-25,Direct Online
CUST-15105,SME,Male,59,Pakistani,Dubai,Logistics,Small,SME,2026-04-19,Insurance Broker
CUST-15106,SME,Male,49,Indian,Ras Al Khaimah,Education,Small,SME,2021-11-18,Branch
CUST-15107,Individual,Female,58,Emirati,Dubai,Individual,,Mass Market,2025-02-19,Bank / Bancassurance
CUST-15108,Individual,Male,25,Other,Ajman,Individual,,Mass Market,2021-01-02,Insurance Agent
CUST-15109,Individual,Male,53,Filipino,Dubai,Individual,,Mass Market,2020-06-29,Direct Online
CUST-15110,Individual,Female,37,Indian,Dubai,Individual,,Affluent,2024-09-26,Insurance Agent
CUST-15111,SME,Male,41,Indian,Abu Dhabi,IT & Software,Micro,SME,2020-10-23,Direct Online
CUST-15112,SME,Female,62,British,Dubai,Travel & Tourism,Micro,SME,2024-04-13,Insurance Broker
CUST-15113,SME,Female,64,Pakistani,Ras Al Khaimah,Hospitality,Small,SME,2022-09-02,Direct Online
CUST-15114,Individual,Female,36,Indian,Dubai,Individual,,Mass Market,2026-04-03,Insurance Broker
CUST-15115,Individual,Male,54,Indian,Fujairah,Individual,,Affluent,2024-04-28,Direct Online
CUST-15116,SME,Male,29,Pakistani,Ajman,Logistics,Micro,SME,2019-09-01,Insurance Broker
CUST-15117,Individual,Male,66,Bangladeshi,Dubai,Individual,,Affluent,2024-04-12,Direct Online
CUST-15118,SME,Male,30,Other,Fujairah,Manufacturing,Medium,SME,2019-10-10,Insurance Agent
CUST-15119,Individual,Female,22,Pakistani,Sharjah,Individual,,Affluent,2026-06-20,Branch
CUST-15120,Individual,Female,67,Emirati,Abu Dhabi,Individual,,Mass Market,2023-03-02,Direct Online
CUST-15121,Individual,Male,37,Pakistani,Sharjah,Individual,,Mass Market,2024-01-04,Corporate Partner
CUST-15122,Individual,Female,59,Pakistani,Abu Dhabi,Individual,,Mass Market,2024-10-15,Corporate Partner
CUST-15123,Individual,Female,22,Pakistani,Abu Dhabi,Individual,,Affluent,2022-10-21,Insurance Broker
CUST-15124,Individual,Female,37,Other,Dubai,Individual,,Mass Market,2019-05-22,Insurance Agent
CUST-15125,Individual,Male,53,Indian,Dubai,Individual,,Mass Market,2025-05-21,Direct Online
CUST-15126,Individual,Male,53,Indian,Dubai,Individual,,Mass Market,2024-07-03,Insurance Broker
CUST-15127,Individual,Male,23,Indian,Sharjah,Individual,,Mass Market,2021-06-13,Insurance Agent
CUST-15128,Individual,Male,48,Pakistani,Abu Dhabi,Individual,,Mass Market,2026-01-14,Bank / Bancassurance
CUST-15129,SME,Male,56,Other,Dubai,Manufacturing,Small,SME,2020-07-10,Branch
CUST-15130,Individual,Male,40,Other,Umm Al Quwain,Individual,,Mass Market,2023-07-09,Insurance Broker
CUST-15131,Individual,Female,36,Indian,Dubai,Individual,,Affluent,2025-02-19,Direct Online
CUST-15132,Corporate,Female,30,Bangladeshi,Dubai,Real Estate,Large,Corporate,2026-06-24,Insurance Agent
CUST-15133,SME,Male,31,Egyptian,Sharjah,IT & Software,Medium,SME,2023-09-24,Bank / Bancassurance
CUST-15134,Individual,Male,39,Indian,Abu Dhabi,Individual,,Affluent,2019-03-03,Insurance Broker
CUST-15135,SME,Male,58,Pakistani,Dubai,Logistics,Micro,SME,2024-02-05,Direct Online
CUST-15136,Individual,Female,69,Indian,Sharjah,Individual,,Mass Market,2021-07-16,Insurance Broker
CUST-15137,Individual,Female,55,Other,Dubai,Individual,,Mass Market,2021-10-29,Direct Online
CUST-15138,Individual,Male,40,Other,Dubai,Individual,,Affluent,2026-05-12,Insurance Agent
CUST-15139,Individual,Female,61,Pakistani,Dubai,Individual,,Mass Market,2024-09-21,Insurance Agent
CUST-15140,SME,Male,27,Emirati,Dubai,Hospitality,Medium,SME,2024-12-09,Direct Online
CUST-15141,Individual,Female,52,Pakistani,Ras Al Khaimah,Individual,,High Net Worth,2024-11-17,Direct Online
CUST-15142,Corporate,Male,35,Egyptian,Abu Dhabi,Manufacturing,Large,Corporate,2024-10-14,Insurance Broker
CUST-15143,Individual,Female,56,British,Ajman,Individual,,Mass Market,2021-11-12,Insurance Broker
CUST-15144,Individual,Male,62,Indian,Dubai,Individual,,Mass Market,2024-03-07,Insurance Agent
CUST-15145,Individual,Male,23,Other,Dubai,Individual,,High Net Worth,2024-01-30,Bank / Bancassurance
CUST-15146,Corporate,Male,60,Indian,Abu Dhabi,Manufacturing,Large,Corporate,2025-04-19,Bank / Bancassurance
CUST-15147,Individual,Male,59,Egyptian,Fujairah,Individual,,Affluent,2023-05-26,Insurance Broker
CUST-15148,SME,Male,32,Emirati,Abu Dhabi,Financial Services,Small,SME,2025-11-25,Direct Online
CUST-15149,Corporate,Female,55,Indian,Ras Al Khaimah,Government,Large,Corporate,2022-05-03,Corporate Partner
CUST-15150,Individual,Female,55,Emirati,Dubai,Individual,,Mass Market,2025-06-30,Insurance Broker
CUST-15151,Individual,Male,43,Egyptian,Dubai,Individual,,Affluent,2020-08-09,Branch
CUST-15152,SME,Male,37,Pakistani,Sharjah,Real Estate,Medium,SME,2020-07-09,Insurance Agent
CUST-15153,Corporate,Female,33,Indian,Dubai,Government,Large,Corporate,2020-10-27,Insurance Broker
CUST-15154,Individual,Male,67,Bangladeshi,Abu Dhabi,Individual,,Affluent,2019-08-09,Insurance Broker
CUST-15155,Individual,Male,30,Filipino,Abu Dhabi,Individual,,Mass Market,2021-02-04,Bank / Bancassurance
CUST-15156,Individual,Male,34,Pakistani,Dubai,Individual,,Mass Market,2019-05-14,Insurance Agent
CUST-15157,Individual,Female,28,Nepalese,Ajman,Individual,,Affluent,2019-07-27,Insurance Broker
CUST-15158,Individual,Female,43,Indian,Dubai,Individual,,Mass Market,2019-05-18,Bank / Bancassurance
CUST-15159,Individual,Male,30,Other,Dubai,Individual,,Mass Market,2021-07-07,Corporate Partner
CUST-15160,Individual,Female,59,Other,Dubai,Individual,,Mass Market,2024-12-01,Bank / Bancassurance
CUST-15161,Individual,Female,24,Indian,Dubai,Individual,,Mass Market,2023-08-28,Direct Online
CUST-15162,Individual,Female,26,Nepalese,Abu Dhabi,Individual,,Affluent,2020-03-21,Direct Online
CUST-15163,Individual,Male,39,Emirati,Dubai,Individual,,Mass Market,2024-12-14,Branch
CUST-15164,Individual,Male,36,Indian,Sharjah,Individual,,Mass Market,2019-08-10,Direct Online
CUST-15165,Individual,Male,62,Other,Fujairah,Individual,,Mass Market,2023-06-29,Direct Online
CUST-15166,Individual,Female,62,Pakistani,Ajman,Individual,,Affluent,2021-09-30,Insurance Agent
CUST-15167,Individual,Male,58,Sri Lankan,Sharjah,Individual,,High Net Worth,2019-09-14,Direct Online
CUST-15168,Individual,Female,32,Indian,Fujairah,Individual,,Mass Market,2025-11-17,Direct Online
CUST-15169,Individual,Male,28,Sri Lankan,Dubai,Individual,,Affluent,2021-04-14,Insurance Agent
CUST-15170,SME,Male,50,Egyptian,Ras Al Khaimah,IT & Software,Small,SME,2021-11-08,Direct Online
CUST-15171,Individual,Female,56,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2023-07-12,Corporate Partner
CUST-15172,Individual,Female,65,Other,Sharjah,Individual,,Mass Market,2024-11-20,Insurance Agent
CUST-15173,SME,Male,52,Other,Sharjah,Government,Small,SME,2018-08-20,Direct Online
CUST-15174,Individual,Male,21,Pakistani,Abu Dhabi,Individual,,Mass Market,2021-04-06,Direct Online
CUST-15175,Corporate,Female,33,Indian,Ajman,Financial Services,Large,Corporate,2019-02-23,Insurance Agent
CUST-15176,Individual,Male,49,Indian,Dubai,Individual,,Mass Market,2023-08-22,Corporate Partner
CUST-15177,Individual,Female,26,Filipino,Abu Dhabi,Individual,,Mass Market,2023-03-06,Direct Online
CUST-15178,Individual,Female,34,Emirati,Dubai,Individual,,Affluent,2020-03-26,Insurance Broker
CUST-15179,Individual,Male,60,Pakistani,Fujairah,Individual,,High Net Worth,2025-10-28,Direct Online
CUST-15180,Individual,Male,36,Other,Dubai,Individual,,Affluent,2021-12-02,Insurance Agent
CUST-15181,Individual,Male,35,Egyptian,Dubai,Individual,,Mass Market,2022-03-23,Direct Online
CUST-15182,Individual,Male,27,Pakistani,Abu Dhabi,Individual,,Mass Market,2021-05-04,Direct Online
CUST-15183,SME,Male,61,Egyptian,Dubai,Education,Micro,SME,2025-03-07,Insurance Agent
CUST-15184,Individual,Female,62,Sri Lankan,Abu Dhabi,Individual,,Affluent,2021-09-22,Direct Online
CUST-15185,Individual,Male,61,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2025-05-27,Insurance Agent
CUST-15186,Individual,Female,59,Other,Sharjah,Individual,,Mass Market,2024-05-25,Direct Online
CUST-15187,Individual,Female,36,Pakistani,Abu Dhabi,Individual,,Mass Market,2025-05-24,Branch
CUST-15188,Individual,Female,53,Egyptian,Dubai,Individual,,Mass Market,2019-09-11,Insurance Broker
CUST-15189,Individual,Female,46,Indian,Sharjah,Individual,,Affluent,2023-01-15,Corporate Partner
CUST-15190,Individual,Female,42,British,Sharjah,Individual,,Affluent,2024-04-07,Corporate Partner
CUST-15191,Corporate,Male,42,Pakistani,Sharjah,Retail,Large,Corporate,2023-09-27,Direct Online
CUST-15192,Individual,Female,51,Other,Dubai,Individual,,Mass Market,2023-08-24,Direct Online
CUST-15193,Individual,Male,28,Egyptian,Dubai,Individual,,Affluent,2020-07-05,Insurance Broker
CUST-15194,Individual,Male,30,Bangladeshi,Umm Al Quwain,Individual,,Affluent,2019-07-12,Branch
CUST-15195,Individual,Male,56,Emirati,Dubai,Individual,,Affluent,2021-12-25,Direct Online
CUST-15196,Individual,Female,39,Indian,Abu Dhabi,Individual,,Mass Market,2018-09-12,Bank / Bancassurance
CUST-15197,SME,Male,64,Pakistani,Ras Al Khaimah,Government,Micro,SME,2023-03-14,Direct Online
CUST-15198,SME,Male,34,Indian,Dubai,Financial Services,Small,SME,2025-11-14,Branch
CUST-15199,Individual,Male,28,Filipino,Sharjah,Individual,,Mass Market,2022-07-16,Direct Online
CUST-15200,Individual,Female,24,Indian,Abu Dhabi,Individual,,High Net Worth,2021-04-22,Branch
CUST-15201,Individual,Female,30,Indian,Ajman,Individual,,Mass Market,2019-11-07,Bank / Bancassurance
CUST-15202,Individual,Male,59,Other,Dubai,Individual,,Mass Market,2025-07-24,Branch
CUST-15203,Individual,Male,25,Sri Lankan,Dubai,Individual,,Mass Market,2021-02-22,Corporate Partner
CUST-15204,Individual,Female,43,Bangladeshi,Ajman,Individual,,Mass Market,2025-09-28,Insurance Broker
CUST-15205,Individual,Male,30,Emirati,Ras Al Khaimah,Individual,,Mass Market,2020-06-25,Bank / Bancassurance
CUST-15206,Individual,Male,54,Pakistani,Abu Dhabi,Individual,,Mass Market,2022-11-14,Direct Online
CUST-15207,SME,Male,57,Pakistani,Dubai,IT & Software,Micro,SME,2024-05-27,Direct Online
CUST-15208,SME,Female,48,Indian,Abu Dhabi,Manufacturing,Small,SME,2022-07-01,Insurance Agent
CUST-15209,Individual,Female,60,Filipino,Abu Dhabi,Individual,,Affluent,2019-11-16,Direct Online
CUST-15210,Individual,Female,49,Indian,Dubai,Individual,,Mass Market,2023-09-26,Insurance Broker
CUST-15211,SME,Male,42,Pakistani,Sharjah,Construction,Micro,SME,2021-01-11,Insurance Broker
CUST-15212,Individual,Male,32,Pakistani,Dubai,Individual,,Mass Market,2019-11-11,Direct Online
CUST-15213,SME,Male,35,Sri Lankan,Dubai,Real Estate,Small,SME,2024-12-22,Branch
CUST-15214,Individual,Female,59,Indian,Dubai,Individual,,Affluent,2024-04-12,Direct Online
CUST-15215,Individual,Female,69,Pakistani,Sharjah,Individual,,Mass Market,2025-11-04,Insurance Broker
CUST-15216,Individual,Male,39,Indian,Sharjah,Individual,,Mass Market,2025-06-08,Direct Online
CUST-15217,SME,Male,25,Other,Abu Dhabi,Hospitality,Micro,SME,2025-08-29,Branch
CUST-15218,Individual,Male,66,Pakistani,Dubai,Individual,,Mass Market,2024-08-07,Branch
CUST-15219,Individual,Female,62,Filipino,Dubai,Individual,,Mass Market,2018-11-29,Corporate Partner
CUST-15220,Individual,Male,57,Pakistani,Umm Al Quwain,Individual,,Mass Market,2023-09-18,Insurance Agent
CUST-15221,SME,Female,29,Pakistani,Dubai,Real Estate,Small,SME,2021-05-05,Insurance Broker
CUST-15222,Corporate,Female,32,Pakistani,Ajman,Financial Services,Large,Corporate,2021-03-31,Direct Online
CUST-15223,Corporate,Female,48,Nepalese,Dubai,Manufacturing,Large,Corporate,2022-11-22,Corporate Partner
CUST-15224,Corporate,Male,61,Pakistani,Abu Dhabi,Healthcare,Large,Corporate,2024-06-23,Insurance Broker
CUST-15225,Individual,Male,50,Indian,Abu Dhabi,Individual,,Mass Market,2019-09-02,Branch
CUST-15226,Individual,Female,25,Pakistani,Abu Dhabi,Individual,,Mass Market,2020-12-11,Direct Online
CUST-15227,Individual,Male,57,Emirati,Fujairah,Individual,,Affluent,2025-10-30,Branch
CUST-15228,Individual,Male,51,Indian,Sharjah,Individual,,Mass Market,2024-08-18,Branch
CUST-15229,SME,Female,48,Emirati,Sharjah,Manufacturing,Small,SME,2023-07-03,Insurance Broker
CUST-15230,SME,Female,29,Pakistani,Dubai,Retail,Small,SME,2022-09-08,Insurance Broker
CUST-15231,Individual,Female,30,Indian,Dubai,Individual,,Mass Market,2023-12-27,Insurance Broker
CUST-15232,Individual,Male,32,Pakistani,Dubai,Individual,,Mass Market,2025-09-01,Direct Online
CUST-15233,SME,Male,60,Pakistani,Fujairah,Travel & Tourism,Small,SME,2020-06-15,Bank / Bancassurance
CUST-15234,Individual,Male,66,Bangladeshi,Dubai,Individual,,High Net Worth,2022-10-30,Direct Online
CUST-15235,Individual,Male,30,Egyptian,Sharjah,Individual,,Mass Market,2021-02-05,Insurance Broker
CUST-15236,Individual,Male,27,Emirati,Dubai,Individual,,High Net Worth,2024-08-10,Direct Online
CUST-15237,Individual,Male,52,Other,Sharjah,Individual,,Mass Market,2021-10-28,Insurance Agent
CUST-15238,Individual,Male,62,Pakistani,Dubai,Individual,,Mass Market,2019-02-13,Direct Online
CUST-15239,Individual,Male,48,Pakistani,Sharjah,Individual,,Mass Market,2025-07-06,Direct Online
CUST-15240,Individual,Female,35,British,Dubai,Individual,,Mass Market,2021-06-15,Direct Online
CUST-15241,Corporate,Male,60,Other,Abu Dhabi,Retail,Large,Corporate,2019-12-02,Corporate Partner
CUST-15242,Individual,Male,46,British,Sharjah,Individual,,Mass Market,2025-08-30,Direct Online
CUST-15243,Individual,Female,37,Indian,Ajman,Individual,,Mass Market,2024-09-18,Insurance Broker
CUST-15244,Corporate,Male,50,Indian,Dubai,Government,Large,Corporate,2020-05-30,Direct Online
CUST-15245,Individual,Male,52,Indian,Abu Dhabi,Individual,,Affluent,2025-10-31,Direct Online
CUST-15246,Individual,Male,67,Other,Dubai,Individual,,Mass Market,2024-11-07,Bank / Bancassurance
CUST-15247,SME,Male,55,Pakistani,Sharjah,Government,Small,SME,2025-07-06,Insurance Broker
CUST-15248,Individual,Female,21,Nepalese,Abu Dhabi,Individual,,High Net Worth,2020-07-14,Insurance Broker
CUST-15249,SME,Male,44,Indian,Dubai,Hospitality,Small,SME,2024-07-30,Insurance Agent
CUST-15250,Individual,Female,65,Emirati,Ras Al Khaimah,Individual,,Mass Market,2024-11-16,Insurance Broker
CUST-15251,Individual,Male,69,Egyptian,Dubai,Individual,,Mass Market,2019-01-25,Direct Online
CUST-15252,Individual,Male,47,Indian,Sharjah,Individual,,Mass Market,2026-06-22,Insurance Agent
CUST-15253,Individual,Male,46,Emirati,Dubai,Individual,,Mass Market,2025-12-24,Bank / Bancassurance
CUST-15254,SME,Male,33,Pakistani,Dubai,Retail,Small,SME,2025-03-22,Direct Online
CUST-15255,Individual,Female,28,Indian,Abu Dhabi,Individual,,Mass Market,2020-02-22,Direct Online
CUST-15256,Corporate,Male,53,Egyptian,Abu Dhabi,IT & Software,Large,Corporate,2025-11-27,Insurance Broker
CUST-15257,SME,Female,59,Indian,Dubai,IT & Software,Medium,SME,2022-10-07,Corporate Partner
CUST-15258,Individual,Male,26,Indian,Sharjah,Individual,,Mass Market,2024-10-21,Insurance Broker
CUST-15259,SME,Male,34,Nepalese,Dubai,Real Estate,Small,SME,2021-12-14,Insurance Broker
CUST-15260,Individual,Female,36,Emirati,Ras Al Khaimah,Individual,,Mass Market,2021-03-01,Direct Online
CUST-15261,Individual,Male,52,Pakistani,Abu Dhabi,Individual,,High Net Worth,2025-07-21,Direct Online
CUST-15262,SME,Male,34,Indian,Sharjah,Travel & Tourism,Medium,SME,2024-03-24,Insurance Broker
CUST-15263,Individual,Male,55,Pakistani,Ajman,Individual,,Mass Market,2026-05-19,Direct Online
CUST-15264,Individual,Male,57,Indian,Ras Al Khaimah,Individual,,Affluent,2025-11-02,Direct Online
CUST-15265,Individual,Female,63,Pakistani,Abu Dhabi,Individual,,Affluent,2019-12-22,Insurance Agent
CUST-15266,Individual,Male,48,Pakistani,Umm Al Quwain,Individual,,Mass Market,2018-10-21,Branch
CUST-15267,Individual,Female,36,Emirati,Dubai,Individual,,Mass Market,2023-04-13,Insurance Broker
CUST-15268,Individual,Male,66,Indian,Sharjah,Individual,,Mass Market,2021-12-15,Insurance Agent
CUST-15269,Individual,Female,54,Emirati,Umm Al Quwain,Individual,,Mass Market,2021-06-28,Bank / Bancassurance
CUST-15270,Individual,Male,61,Indian,Sharjah,Individual,,Mass Market,2022-03-19,Direct Online
CUST-15271,Individual,Male,33,Pakistani,Dubai,Individual,,Mass Market,2024-05-21,Insurance Broker
CUST-15272,Individual,Male,41,Emirati,Abu Dhabi,Individual,,Affluent,2022-08-24,Corporate Partner
CUST-15273,Individual,Male,29,Other,Dubai,Individual,,Mass Market,2021-08-01,Bank / Bancassurance
CUST-15274,SME,Female,60,Filipino,Abu Dhabi,Manufacturing,Small,SME,2025-01-24,Insurance Agent
CUST-15275,Individual,Male,65,Bangladeshi,Sharjah,Individual,,Mass Market,2021-12-12,Insurance Broker
CUST-15276,Individual,Male,50,Emirati,Abu Dhabi,Individual,,Mass Market,2021-12-11,Bank / Bancassurance
CUST-15277,Individual,Female,23,Emirati,Abu Dhabi,Individual,,Mass Market,2019-03-26,Insurance Agent
CUST-15278,Individual,Male,47,Pakistani,Ras Al Khaimah,Individual,,Mass Market,2023-02-09,Bank / Bancassurance
CUST-15279,Individual,Female,54,British,Dubai,Individual,,Mass Market,2024-10-19,Direct Online
CUST-15280,Corporate,Male,62,Emirati,Dubai,IT & Software,Large,Corporate,2021-01-10,Insurance Broker
CUST-15281,Corporate,Male,34,Pakistani,Abu Dhabi,Retail,Large,Corporate,2021-01-08,Direct Online
CUST-15282,SME,Female,30,Pakistani,Dubai,Healthcare,Small,SME,2024-07-17,Insurance Agent
CUST-15283,Corporate,Male,58,Nepalese,Dubai,Logistics,Large,Corporate,2026-06-21,Direct Online
CUST-15284,Individual,Female,46,Other,Ras Al Khaimah,Individual,,Mass Market,2020-04-12,Insurance Agent
CUST-15285,Individual,Male,28,Pakistani,Fujairah,Individual,,Affluent,2024-08-01,Insurance Broker
CUST-15286,SME,Female,58,Nepalese,Dubai,Financial Services,Small,SME,2025-11-26,Insurance Agent
CUST-15287,Individual,Female,47,Indian,Abu Dhabi,Individual,,Mass Market,2023-04-13,Direct Online
CUST-15288,SME,Female,60,Indian,Ras Al Khaimah,Financial Services,Small,SME,2021-12-20,Insurance Broker
CUST-15289,Individual,Male,68,Indian,Dubai,Individual,,Mass Market,2019-06-13,Branch
CUST-15290,Corporate,Female,33,Pakistani,Dubai,Financial Services,Large,Corporate,2019-09-25,Insurance Broker
CUST-15291,Individual,Male,30,Egyptian,Fujairah,Individual,,Mass Market,2021-05-15,Branch
CUST-15292,SME,Male,28,Filipino,Dubai,Logistics,Small,SME,2025-01-07,Insurance Broker
CUST-15293,Individual,Male,48,Other,Abu Dhabi,Individual,,Mass Market,2025-05-08,Insurance Broker
CUST-15294,Individual,Male,49,Filipino,Abu Dhabi,Individual,,Mass Market,2023-07-23,Bank / Bancassurance
CUST-15295,Individual,Female,50,Other,Dubai,Individual,,Affluent,2025-12-26,Direct Online
CUST-15296,SME,Male,56,Bangladeshi,Dubai,Retail,Medium,SME,2025-06-20,Corporate Partner
CUST-15297,SME,Male,49,Nepalese,Dubai,Hospitality,Micro,SME,2019-01-30,Bank / Bancassurance
CUST-15298,Individual,Male,69,Sri Lankan,Dubai,Individual,,Mass Market,2025-11-06,Corporate Partner
CUST-15299,Individual,Male,46,Indian,Ras Al Khaimah,Individual,,Mass Market,2024-08-27,Direct Online
CUST-15300,Individual,Male,57,British,Abu Dhabi,Individual,,Mass Market,2021-03-16,Branch
CUST-15301,Corporate,Male,40,Bangladeshi,Dubai,Hospitality,Large,Corporate,2022-07-06,Insurance Agent
CUST-15302,Individual,Male,46,Other,Abu Dhabi,Individual,,Mass Market,2024-03-09,Insurance Agent
CUST-15303,Individual,Female,25,Filipino,Abu Dhabi,Individual,,Mass Market,2020-01-05,Corporate Partner
CUST-15304,Individual,Male,30,Pakistani,Abu Dhabi,Individual,,Affluent,2023-07-13,Branch
CUST-15305,Individual,Male,21,Nepalese,Dubai,Individual,,Mass Market,2019-10-16,Insurance Agent
CUST-15306,Individual,Female,37,Other,Sharjah,Individual,,Mass Market,2022-05-18,Branch
CUST-15307,Individual,Male,67,Emirati,Abu Dhabi,Individual,,Affluent,2024-07-16,Insurance Agent
CUST-15308,Corporate,Female,37,Egyptian,Dubai,Retail,Large,Corporate,2022-09-21,Branch
CUST-15309,SME,Male,40,Nepalese,Dubai,Healthcare,Micro,SME,2021-02-04,Insurance Broker
CUST-15310,Individual,Female,32,Pakistani,Dubai,Individual,,Mass Market,2026-04-02,Insurance Agent
CUST-15311,Corporate,Male,60,Sri Lankan,Dubai,IT & Software,Large,Corporate,2019-11-07,Insurance Broker
CUST-15312,Individual,Female,50,Sri Lankan,Abu Dhabi,Individual,,Mass Market,2020-05-27,Insurance Broker
CUST-15313,Individual,Male,41,Other,Dubai,Individual,,Affluent,2020-06-22,Insurance Agent
CUST-15314,Individual,Female,22,Indian,Abu Dhabi,Individual,,Mass Market,2025-06-18,Insurance Broker
CUST-15315,Individual,Male,64,Indian,Dubai,Individual,,Affluent,2024-12-26,Corporate Partner
CUST-15316,SME,Male,37,Pakistani,Dubai,IT & Software,Micro,SME,2020-04-13,Branch
CUST-15317,Individual,Female,23,Indian,Abu Dhabi,Individual,,Mass Market,2024-11-15,Direct Online
CUST-15318,Individual,Male,31,Other,Dubai,Individual,,Mass Market,2024-02-28,Direct Online
CUST-15319,SME,Female,43,Nepalese,Sharjah,Logistics,Medium,SME,2018-09-12,Insurance Agent
CUST-15320,Individual,Male,63,Emirati,Dubai,Individual,,Mass Market,2021-09-13,Insurance Agent
CUST-15321,SME,Male,58,Pakistani,Sharjah,Financial Services,Small,SME,2024-10-17,Direct Online
CUST-15322,SME,Female,52,Pakistani,Abu Dhabi,Government,Medium,SME,2025-11-25,Insurance Broker
CUST-15323,Individual,Female,47,Emirati,Dubai,Individual,,Affluent,2023-07-08,Direct Online
CUST-15324,SME,Male,38,Emirati,Dubai,Real Estate,Micro,SME,2019-06-27,Branch
CUST-15325,Individual,Female,37,Emirati,Ras Al Khaimah,Individual,,Affluent,2024-05-22,Branch
CUST-15326,Individual,Female,51,Bangladeshi,Sharjah,Individual,,Mass Market,2025-04-20,Insurance Broker
CUST-15327,Individual,Female,55,Filipino,Sharjah,Individual,,Affluent,2025-12-03,Insurance Agent
CUST-15328,Individual,Male,32,Indian,Dubai,Individual,,Mass Market,2019-11-16,Insurance Broker
CUST-15329,Corporate,Male,36,Indian,Abu Dhabi,Real Estate,Large,Corporate,2021-10-27,Insurance Broker
CUST-15330,Individual,Male,57,Sri Lankan,Dubai,Individual,,Mass Market,2022-04-02,Direct Online
CUST-15331,Individual,Male,28,Emirati,Sharjah,Individual,,Mass Market,2024-05-25,Insurance Agent
CUST-15332,Corporate,Male,36,Indian,Sharjah,Travel & Tourism,Large,Corporate,2025-10-11,Branch
CUST-15333,Individual,Male,65,Emirati,Abu Dhabi,Individual,,Mass Market,2020-01-19,Insurance Broker
CUST-15334,Individual,Female,24,Emirati,Fujairah,Individual,,Mass Market,2026-06-30,Insurance Agent
CUST-15335,Individual,Female,52,Emirati,Abu Dhabi,Individual,,Mass Market,2019-02-06,Direct Online
CUST-15336,SME,Male,33,Indian,Dubai,Retail,Small,SME,2019-06-09,Insurance Broker
CUST-15337,Individual,Female,34,Nepalese,Abu Dhabi,Individual,,Affluent,2021-08-23,Branch
CUST-15338,Individual,Male,41,Sri Lankan,Abu Dhabi,Individual,,Mass Market,2022-08-26,Bank / Bancassurance
CUST-15339,Individual,Male,58,Indian,Ajman,Individual,,Affluent,2020-02-24,Insurance Broker
CUST-15340,Individual,Female,39,Emirati,Sharjah,Individual,,Mass Market,2019-01-25,Insurance Agent
CUST-15341,Individual,Male,40,Bangladeshi,Dubai,Individual,,Mass Market,2019-08-14,Direct Online
CUST-15342,Individual,Male,59,Egyptian,Dubai,Individual,,Mass Market,2023-01-02,Corporate Partner
CUST-15343,Individual,Female,36,British,Abu Dhabi,Individual,,Affluent,2024-02-24,Direct Online
